TF,Target
E2F1,ZNF451
E2F1,ZNF653
E2F1,ZNF816
E2F1,ZNFX1
E2F2,ACTR6
E2F2,BRD2
E2F2,CELF1
E2F2,DOCK9
E2F2,GNAS
E2F2,LRSAM1
E2F2,PEF1
E2F3,CCNB1
E2F4,ABCB6
E2F4,ABCG1
E2F4,ACAD9
E2F4,ACAP3
E2F4,ACSL3
E2F4,ACTL6A
E2F4,AGPAT2
E2F4,AP4E1
E2F4,APOA1
E2F4,ARHGAP26
E2F4,ARMC7
E2F4,ATL3
E2F4,ATP5MPL
E2F4,ATP6V0A2
E2F4,ATP8B2
E2F4,ATP9B
E2F4,B4GALT1
E2F4,BAHCC1
E2F4,BCL10
E2F4,BIVM
E2F4,BLM
E2F4,C17orf67
E2F4,C1orf21
E2F4,C1QTNF6
E2F4,C8orf82
E2F4,CANX
E2F4,CARHSP1
E2F4,CASP7
E2F4,CCDC102B
E2F4,CCDC134
E2F4,CDC7
E2F4,CEP68
E2F4,CEP85
E2F4,CHRAC1
E2F4,CLASP2
E2F4,CLSPN
E2F4,CMC1
E2F4,CMTM6
E2F4,COPS7B
E2F4,CPOX
E2F4,CPSF1
E2F4,CSMD2
E2F4,CTSV
E2F4,DCAF1
E2F4,DDAH1
E2F4,DDHD2
E2F4,DDX59
E2F4,DEPDC5
E2F4,DLL1
E2F4,DMRT2
E2F4,DUSP8
E2F4,EEFSEC
E2F4,EFNA3
E2F4,EGR3
E2F4,ELK1
E2F4,ERCC1
E2F4,EZR
E2F4,FAM122B
E2F4,FBXL3
E2F4,FBXO34
E2F4,FKBP15
E2F4,FLYWCH1
E2F4,FMR1
E2F4,FN3KRP
E2F4,FOXD3
E2F4,GAS2L1
E2F4,GCFC2
E2F4,GCSH
E2F4,GLDC
E2F4,GLS2
E2F4,GNB1
E2F4,GPR157
E2F4,GPRIN1
E2F4,GRHPR
E2F4,GRK5
E2F4,GRM8
E2F4,GSTCD
E2F4,GSTO1
E2F4,GTF2F1
E2F4,H2AX
E2F4,H2AZ2
E2F4,HAUS8
E2F4,HIGD1A
E2F4,HIPK1
E2F4,HIRA
E2F4,HK1
E2F4,HNRNPLL
E2F4,HOMER1
E2F4,HSPA6
E2F4,IFRD1
E2F4,ING1
E2F4,INIP
E2F4,IRF1
E2F4,IRF2BP1
E2F4,IRF8
E2F4,ISL2
E2F4,KCNB1
E2F4,KCNC4
E2F4,KDM1B
E2F4,KIAA1586
E2F4,KIAA2026
E2F4,KIDINS220
E2F4,KIFBP
E2F4,KLF11
E2F4,LMO4
E2F4,LMTK2
E2F4,LPGAT1
E2F4,LRRC15
E2F4,LRRC3
E2F4,LRRC37A3
E2F4,LRRFIP1
E2F4,LTN1
E2F4,MAN2A1
E2F4,MAP3K9
E2F4,MARCHF3
E2F4,MAU2
E2F4,MCFD2
E2F4,MED30
E2F4,MEF2D
E2F4,MEIS2
E2F4,MEX3C
E2F4,MGAT4A
E2F4,MGAT5B
E2F4,MIB2
E2F4,MIS12
E2F4,MLEC
E2F4,MMD
E2F4,MPC1
E2F4,MRPL11
E2F4,MTERF2
E2F4,MYH9
E2F4,MYO9A
E2F4,NAB1
E2F4,NCK1
E2F4,NFATC1
E2F4,NFE2L2
E2F4,NHLRC3
E2F4,NIBAN1
E2F4,NLRP14
E2F4,NNAT
E2F4,NOL4L
E2F4,NT5E
E2F4,NTRK1
E2F4,OBI1
E2F4,OPN3
E2F4,ORMDL3
E2F4,OSBPL3
E2F4,PAWR
E2F4,PCBP2
E2F4,PCDH1
E2F4,PDE4A
E2F4,PDE8A
E2F4,PDIA3
E2F4,PDIK1L
E2F4,PGM2L1
E2F4,PHTF1
E2F4,PI4K2B
E2F4,PIEZO1
E2F4,PIK3R1
E2F4,PJVK
E2F4,PLD2
E2F4,PMF1
E2F4,POLRMT
E2F4,PPM1H
E2F4,PPP1R12A
E2F4,PPP2R5A
E2F4,PPP6R3
E2F4,PRKD1
E2F4,PROCA1
E2F4,PRPF31
E2F4,PRR14
E2F4,PTBP2
E2F4,PXYLP1
E2F4,RAB23
E2F4,RAB33B
E2F4,RALY
E2F4,RANBP9
E2F4,RASSF8
E2F4,RBPJ
E2F4,RGS10
E2F4,RMI1
E2F4,RNF187
E2F4,RNF2
E2F4,RSPO3
E2F4,S100A13
E2F4,SAMD4B
E2F4,SATB2
E2F4,SBNO2
E2F4,SEC31A
E2F4,SEH1L
E2F4,SERTAD3
E2F4,SFI1
E2F4,SIAH1
E2F4,SIK3
E2F4,SKA1
E2F4,SLC17A7
E2F4,SLC25A23
E2F4,SLC30A1
E2F4,SLC43A2
E2F4,SMAD2
E2F4,SNTB2
E2F4,SNTG2
E2F4,SP4
E2F4,SRBD1
E2F4,SRSF1
E2F4,SRSF7
E2F4,ST3GAL4
E2F4,ST6GAL1
E2F4,STAG1
E2F4,STARD3
E2F4,STAT5B
E2F4,STYX
E2F4,SUN1
E2F4,SUSD6
E2F4,SV2C
E2F4,TAF15
E2F4,TCF19
E2F4,TDRKH
E2F4,TMEM107
E2F4,TMEM161B
E2F4,TMEM170A
E2F4,TMUB1
E2F4,TRAPPC2L
E2F4,TRAPPC3
E2F4,TRERF1
E2F4,TRIB3
E2F4,TRIP10
E2F4,TRPC3
E2F4,TUBB
E2F4,TXNL1
E2F4,ULK1
E2F4,USP2
E2F4,USP38
E2F4,USP42
E2F4,VAMP2
E2F4,VPS45
E2F4,WDR7
E2F4,WDR81
E2F4,WDTC1
E2F4,YAF2
E2F4,YWHAQ
E2F4,ZBTB4
E2F4,ZBTB45
E2F4,ZFYVE28
E2F4,ZNF251
E2F4,ZNF451
E2F4,ZNF517
E2F4,ZNF74
E2F4,ZNF768
E2F5,CBX3
E2F5,CHEK2
E2F5,DPYSL2
E2F5,FANCC
E2F5,JADE1
E2F5,JSRP1
E2F5,MAP3K7
E2F5,MCM3
E2F5,PIM1
E2F5,PTMA
E2F5,SLC22A23
E2F5,SLC25A37
E2F6,ABR
E2F6,AGRN
E2F6,ARHGAP21
E2F6,BAHCC1
E2F6,BAHD1
E2F6,CCDC57
E2F6,CTDSP1
E2F6,EFNA3
E2F6,FAM178B
E2F6,FANCC
E2F6,FZD5
E2F6,GNAS
E2F6,HIRA
E2F6,ICAM5
E2F6,KAZALD1
E2F6,KCTD15
E2F6,LTBP3
E2F6,MACF1
E2F6,MEIS2
E2F6,MEX3B
E2F6,MROH1
E2F6,MXI1
E2F6,MYH9
E2F6,NACC2
E2F6,NFATC1
E2F6,NFATC2
E2F6,NFE2L2
E2F6,NFIB
E2F6,NOL4L
E2F6,OSBPL3
E2F6,PCBP1
E2F6,PDE4A
E2F6,PFKFB3
E2F6,PIEZO1
E2F6,PIP4K2A
E2F6,PTMA
E2F6,PTP4A2
E2F6,PTPRF
E2F6,PTPRU
E2F6,RAP1GAP
E2F6,RNH1
E2F6,RXRA
E2F6,RYR1
E2F6,SLC16A3
E2F6,SLC9A3
E2F6,SMAD3
E2F6,SRCIN1
E2F6,SRXN1
E2F6,ST3GAL1
E2F6,ST6GAL1
E2F6,TACC3
E2F6,TANGO2
E2F6,TCF3
E2F6,TFAP4
E2F6,TGIF1
E2F6,TNK2
E2F6,TRIB3
E2F6,TXNRD1
E2F6,ZCCHC2
E2F6,ZNF195
E2F6,ZNF395
E2F6,ZNF451
E2F7,AGRN
E2F7,ALDOA
E2F7,ARID1A
E2F7,CD44
E2F7,DNMT1
E2F7,DST
E2F7,EEF1A1
E2F7,ETS1
E2F7,FOS
E2F7,HNRNPD
E2F7,HNRNPK
E2F7,LGALS1
E2F7,MYEOV
E2F7,PDGFRA
E2F7,PFKM
E2F7,PLK2
E2F7,RCC1
E2F7,RFC4
E2F7,RMI1
E2F7,SLC1A5
E2F7,SMG6
E2F7,STAG2
E2F7,VGLL4
E2F7,WEE1
E2F7,ZFP36L1
E2F7,ZNF367
EBF1,ACKR3
EBF1,ADAP1
EBF1,ANK1
EBF1,ANKRD44
EBF1,ARHGEF17
EBF1,ARHGEF2
EBF1,ARID5B
EBF1,BCL2
EBF1,BRF1
EBF1,CCDC33
EBF1,CDH23
EBF1,CLMN
EBF1,CMIP
EBF1,CORO2B
EBF1,CUX1
EBF1,DENND2B
EBF1,DPYSL2
EBF1,EEPD1
EBF1,EHD1
EBF1,ELMO1
EBF1,FAM102A
EBF1,FCHSD2
EBF1,FLNB
EBF1,FYN
EBF1,GRK5
EBF1,IL16
EBF1,INPP4A
EBF1,INSR
EBF1,IQSEC1
EBF1,ITPR1
EBF1,KSR1
EBF1,LAMC1
EBF1,LRCH1
EBF1,NAV2
EBF1,NCALD
EBF1,NOL4L
EBF1,PACSIN2
EBF1,PAG1
EBF1,PALM2AKAP2
EBF1,PIP4K2A
EBF1,PKIG
EBF1,PLCL2
EBF1,PLD1
EBF1,PMEPA1
EBF1,PPFIBP2
EBF1,PREX1
EBF1,PRKAG2
EBF1,PRKCD
EBF1,PTPRS
EBF1,RALGDS
EBF1,RASA3
EBF1,RBM20
EBF1,RBM47
EBF1,RFTN1
EBF1,RGS6
EBF1,RIN3
EBF1,SEMA4B
EBF1,SLC8A1
EBF1,SMAD7
EBF1,SPOCK1
EBF1,SPTBN1
EBF1,ST3GAL5
EBF1,STARD13
EBF1,TACC1
EBF1,TBC1D2B
EBF1,TCF3
EBF1,TCF4
EBF1,THEMIS2
EBF1,TNFRSF8
EBF1,UST
EBF1,UTRN
EBF1,WNT5B
EGR1,ABCB4
EGR1,ABCC12
EGR1,ABHD6
EGR1,ADAMTS13
EGR1,ADAMTSL2
EGR1,ADD3
EGR1,AEBP2
EGR1,AIG1
EGR1,AKAP12
EGR1,AKT2
EGR1,ALKBH6
EGR1,ALPL
EGR1,ANK1
EGR1,ANKRD50
EGR1,ANXA5
EGR1,APH1B
EGR1,APLP2
EGR1,ARHGAP20
EGR1,ARHGAP22
EGR1,ARHGAP42
EGR1,ARHGEF16
EGR1,ARID3B
EGR1,ARID4B
EGR1,ATF1
EGR1,ATL2
EGR1,ATP1B1
EGR1,ATP6V0A1
EGR1,ATP9A
EGR1,AUNIP
EGR1,AUTS2
EGR1,AXIN1
EGR1,B3GALT5
EGR1,B3GAT1
EGR1,B4GALNT3
EGR1,BACE2
EGR1,BCAS4
EGR1,BICDL1
EGR1,BMP8B
EGR1,BZW1
EGR1,C10orf53
EGR1,C14orf132
EGR1,C1QL4
EGR1,C20orf194
EGR1,C5orf30
EGR1,CABLES1
EGR1,CACNA1A
EGR1,CACNA2D1
EGR1,CAMKK2
EGR1,CAMSAP2
EGR1,CAPZB
EGR1,CASP9
EGR1,CBX2
EGR1,CCDC180
EGR1,CCDC78
EGR1,CCDC92
EGR1,CCK
EGR1,CCM2
EGR1,CCNT1
EGR1,CD276
EGR1,CDC42BPG
EGR1,CDH24
EGR1,CEP72
EGR1,CFAP300
EGR1,CHAF1B
EGR1,CHD5
EGR1,CHID1
EGR1,CHST2
EGR1,CHST9
EGR1,CHTF18
EGR1,CLMN
EGR1,CNOT2
EGR1,COL23A1
EGR1,COMMD6
EGR1,COTL1
EGR1,COX5A
EGR1,CPLX1
EGR1,CPPED1
EGR1,CREB1
EGR1,CREB3L2
EGR1,CRMP1
EGR1,CROCC
EGR1,CSF1R
EGR1,CTDNEP1
EGR1,CYB561
EGR1,CYLD
EGR1,DAP
EGR1,DCHS1
EGR1,DDX6
EGR1,DERL3
EGR1,DHCR24
EGR1,DHTKD1
EGR1,DIDO1
EGR1,DLK1
EGR1,DMWD
EGR1,DNAJC5
EGR1,DNALI1
EGR1,DOC2A
EGR1,DPF1
EGR1,DPP6
EGR1,DPYSL4
EGR1,DRD2
EGR1,DSE
EGR1,DUSP23
EGR1,DYNLL2
EGR1,ECI2
EGR1,EFHD2
EGR1,EGFLAM
EGR1,ELP5
EGR1,EMID1
EGR1,ENOPH1
EGR1,EPB41L1
EGR1,EPC1
EGR1,EPHB1
EGR1,EPS8L3
EGR1,ERBIN
EGR1,ERG
EGR1,ESPN
EGR1,ETV2
EGR1,FAAP100
EGR1,FAIM
EGR1,FAM102A
EGR1,FAM114A1
EGR1,FAM131A
EGR1,FAM160A1
EGR1,FAM214B
EGR1,FAM47E
EGR1,FANCE
EGR1,FBXL4
EGR1,FBXO34
EGR1,FGF22
EGR1,FGF3
EGR1,FLT4
EGR1,FNDC3A
EGR1,FNDC5
EGR1,FNDC7
EGR1,FOXF1
EGR1,FXYD7
EGR1,FZD2
EGR1,GADD45A
EGR1,GAN
EGR1,GFOD1
EGR1,GFRA3
EGR1,GGN
EGR1,GH2
EGR1,GJA3
EGR1,GKAP1
EGR1,GMIP
EGR1,GNAQ
EGR1,GNG4
EGR1,GNG7
EGR1,GPR157
EGR1,GPRC5B
EGR1,GRIN2C
EGR1,GRINA
EGR1,GRTP1
EGR1,H6PD
EGR1,HBM
EGR1,HECW1
EGR1,HES2
EGR1,HES6
EGR1,HIPK2
EGR1,HLF
EGR1,HMGB1
EGR1,HOXB13
EGR1,HRAS
EGR1,HSP90AA1
EGR1,HSPG2
EGR1,IFT88
EGR1,IGF2R
EGR1,IGFBP4
EGR1,IGLON5
EGR1,IL1R1
EGR1,IMPDH1
EGR1,INCENP
EGR1,INPP5J
EGR1,INTS10
EGR1,IRGC
EGR1,ITGAV
EGR1,ITGB1
EGR1,ITM2B
EGR1,JADE1
EGR1,JAKMIP1
EGR1,JAZF1
EGR1,JDP2
EGR1,JPH3
EGR1,JUND
EGR1,KBTBD2
EGR1,KCNJ11
EGR1,KCNK13
EGR1,KCNMB4
EGR1,KCNQ1
EGR1,KCTD11
EGR1,KDELR3
EGR1,KDM7A
EGR1,KLC3
EGR1,KLHDC7B
EGR1,KLHL22
EGR1,KLHL32
EGR1,KMT2B
EGR1,KNCN
EGR1,LAMA1
EGR1,LHX2
EGR1,LIMS2
EGR1,LMBR1
EGR1,LMF1
EGR1,LRATD2
EGR1,LRFN5
EGR1,LRRC27
EGR1,LRRC4C
EGR1,LSM14B
EGR1,LYSMD2
EGR1,MAD2L2
EGR1,MAGEA10
EGR1,MALSU1
EGR1,MAMLD1
EGR1,MAN1C1
EGR1,MANEAL
EGR1,MAP3K1
EGR1,MAPK1
EGR1,MAPK3
EGR1,MAPK8
EGR1,MAT2B
EGR1,MAZ
EGR1,MCAM
EGR1,METTL16
EGR1,MEX3D
EGR1,MGAT3
EGR1,MIA3
EGR1,MICAL1
EGR1,MMP28
EGR1,MOCOS
EGR1,MOCS2
EGR1,MRPL30
EGR1,MSANTD3
EGR1,MSL3
EGR1,MSMO1
EGR1,MSTO1
EGR1,MTERF2
EGR1,MTX3
EGR1,MX2
EGR1,MXRA7
EGR1,NAA10
EGR1,NAB1
EGR1,NANS
EGR1,NCAM2
EGR1,NCOA4
EGR1,NCS1
EGR1,NEURL4
EGR1,NFIX
EGR1,NFYC
EGR1,NIBAN2
EGR1,NKX2-1
EGR1,NOS1AP
EGR1,NOVA2
EGR1,NPAS4
EGR1,NR2F1
EGR1,NR2F6
EGR1,NTF4
EGR1,NTN1
EGR1,NUP210
EGR1,NXNL2
EGR1,NYAP1
EGR1,ODC1
EGR1,OLFM1
EGR1,OLIG2
EGR1,OSBPL2
EGR1,OTUB2
EGR1,OTUD6A
EGR1,P3H1
EGR1,PAK4
EGR1,PALD1
EGR1,PANK4
EGR1,PCSK4
EGR1,PDE10A
EGR1,PDE4C
EGR1,PDLIM4
EGR1,PDLIM7
EGR1,PDP1
EGR1,PDSS2
EGR1,PDZD4
EGR1,PEX10
EGR1,PFKP
EGR1,PGD
EGR1,PHETA1
EGR1,PHOX2A
EGR1,PKD1
EGR1,PKDCC
EGR1,PKP2
EGR1,PLAGL1
EGR1,PLCD1
EGR1,PLD5
EGR1,PLEKHA7
EGR1,PLEKHF1
EGR1,PLIN5
EGR1,PODXL
EGR1,PPA1
EGR1,PPARGC1B
EGR1,PPP1R1B
EGR1,PPP2R3A
EGR1,PPP4R4
EGR1,PRKACA
EGR1,PRKAG2
EGR1,PRPF39
EGR1,PRR14L
EGR1,PRSS12
EGR1,PRUNE2
EGR1,PSIP1
EGR1,PTMS
EGR1,QRICH1
EGR1,QSOX2
EGR1,RAB11FIP4
EGR1,RAB1A
EGR1,RAB20
EGR1,RAD54L
EGR1,RASA2
EGR1,RASA4
EGR1,RASGEF1A
EGR1,RELB
EGR1,REV1
EGR1,RFLNA
EGR1,RGS12
EGR1,RHOD
EGR1,RNF145
EGR1,RNFT1
EGR1,ROGDI
EGR1,RPS2
EGR1,RPS6KA1
EGR1,RPUSD1
EGR1,RTN4RL2
EGR1,RXRA
EGR1,S100A4
EGR1,SAMD14
EGR1,SATB1
EGR1,SCAMP2
EGR1,SCIN
EGR1,SECISBP2
EGR1,SEH1L
EGR1,SEMA5B
EGR1,SENP8
EGR1,SEPTIN10
EGR1,SETX
EGR1,SFMBT2
EGR1,SFXN2
EGR1,SGMS2
EGR1,SH3BP4
EGR1,SHH
EGR1,SIN3B
EGR1,SLC11A2
EGR1,SLC18A2
EGR1,SLC30A3
EGR1,SLC37A2
EGR1,SLC50A1
EGR1,SLC6A3
EGR1,SMYD5
EGR1,SNAP25
EGR1,SNTG2
EGR1,SNX25
EGR1,SORCS3
EGR1,SPAG7
EGR1,SPATA20
EGR1,SPOPL
EGR1,SRXN1
EGR1,SSTR2
EGR1,ST3GAL5
EGR1,ST6GALNAC6
EGR1,ST8SIA6
EGR1,STAG3
EGR1,STAT1
EGR1,STON1-GTF2A1L
EGR1,STX17
EGR1,STX4
EGR1,SURF1
EGR1,SVOPL
EGR1,SYT12
EGR1,SYT2
EGR1,TBC1D10A
EGR1,TBC1D2
EGR1,TBXAS1
EGR1,TDRKH
EGR1,TENT4A
EGR1,TENT5C
EGR1,THNSL1
EGR1,THOP1
EGR1,TIE1
EGR1,TLCD3A
EGR1,TLCD4
EGR1,TMED1
EGR1,TMED9
EGR1,TMEM131
EGR1,TMEM132C
EGR1,TMEM134
EGR1,TMEM218
EGR1,TMEM59L
EGR1,TMEM61
EGR1,TMEM9B
EGR1,TMPRSS2
EGR1,TMUB1
EGR1,TNFRSF12A
EGR1,TNK2
EGR1,TNKS1BP1
EGR1,TOX2
EGR1,TPM4
EGR1,TRAPPC8
EGR1,TRIM24
EGR1,TRIM62
EGR1,TSPAN17
EGR1,TSPAN33
EGR1,TTLL1
EGR1,TUBB
EGR1,TUBB6
EGR1,UBE2E2
EGR1,UBE2E3
EGR1,UBE2I
EGR1,UNC119B
EGR1,UPF3A
EGR1,USF2
EGR1,USH1G
EGR1,USP28
EGR1,UTF1
EGR1,VPS26A
EGR1,VPS51
EGR1,VSTM2L
EGR1,VWA1
EGR1,WBP2
EGR1,WNT7A
EGR1,WRNIP1
EGR1,XYLT1
EGR1,YPEL2
EGR1,ZBTB18
EGR1,ZC2HC1A
EGR1,ZC3H18
EGR1,ZCCHC12
EGR1,ZDHHC17
EGR1,ZMYM4
EGR1,ZNF213
EGR1,ZNF250
EGR1,ZNF436
EGR1,ZNF480
EGR1,ZNF512B
EGR1,ZNF581
EGR1,ZNF584
EGR1,ZNF664
EGR1,ZNF821
EGR2,SPINT1
EGR2,TP73
EHF,FAM3D
EHF,FBXO32
EHF,GRB7
EHF,KTI12
EHF,LIMD1
EHF,LIPH
EHF,MAP3K13
EHF,MYH14
EHF,MYO5B
EHF,PMM2
EHF,SPTBN2
EHF,TMC5
EHF,TTC14
EHF,USP8
EHF,WDR55
EHF,WIPF2
EHF,WWC1
EHF,ZFP62
ELF1,ADCY7
ELF1,AFF1
ELF1,ANKMY1
ELF1,ARHGAP12
ELF1,ARHGDIA
ELF1,ASAP1
ELF1,ASPSCR1
ELF1,CAST
ELF1,CDC42SE2
ELF1,CHD9
ELF1,DDX3X
ELF1,DPP9
ELF1,DYRK1A
ELF1,FAAP20
ELF1,FAM49B
ELF1,FNDC3B
ELF1,FOXN3
ELF1,FOXO3
ELF1,GATAD2A
ELF1,IGF2R
ELF1,KLF9
ELF1,LARP4B
ELF1,LSM4
ELF1,MAFK
ELF1,MAP1LC3B
ELF1,MBNL1
ELF1,MED15
ELF1,MYO9B
ELF1,NEDD4L
ELF1,NFE2L2
ELF1,PCBP1
ELF1,PRKCH
ELF1,PTPA
ELF1,PTTG1IP
ELF1,RNF213
ELF1,RNF38
ELF1,SBNO2
ELF1,SEC14L1
ELF1,SGMS1
ELF1,SIN3A
ELF1,SREBF1
ELF1,STK24
ELF1,TACC1
ELF1,TRIB1
ELF1,TSNARE1
ELF1,TSPAN14
ELF1,UBE2H
ELF1,ZFYVE28
ELF1,ZNF217
ELF3,ADGRF1
ELF3,ADGRV1
ELF3,ALCAM
ELF3,ARHGAP12
ELF3,ARHGAP32
ELF3,ARHGAP42
ELF3,ARSG
ELF3,ATP2A2
ELF3,BARX2
ELF3,CDCP1
ELF3,CFTR
ELF3,CTNNBIP1
ELF3,CYP24A1
ELF3,DOCK4
ELF3,F2RL1
ELF3,FAT1
ELF3,GMDS
ELF3,GRHL2
ELF3,HABP2
ELF3,HK2
ELF3,KRT8
ELF3,LPP
ELF3,MAL2
ELF3,MCC
ELF3,MEIS1
ELF3,MYEOV
ELF3,NEDD4L
ELF3,NFIA
ELF3,PLA2G4A
ELF3,PLA2G6
ELF3,PLD1
ELF3,PLEKHG3
ELF3,PTK2B
ELF3,PTPRE
ELF3,RABGAP1L
ELF3,RBM47
ELF3,RNF43
ELF3,RUNX1
ELF3,SEMA4B
ELF3,SEPTIN9
ELF3,SH3TC2
ELF3,SLC37A1
ELF3,SLC39A11
ELF3,SLC44A3
ELF3,SLX4IP
ELF3,SPRED2
ELF3,ST14
ELF3,TACC2
ELF3,TNIP1
ELF3,TSPAN15
ELF3,WWC1
ELF5,CCDC77
ELF5,CHCHD2
ELF5,ELOVL6
ELF5,FFAR4
ELF5,KDM5A
ELF5,KRT8
ELF5,LIMD1
ELF5,MRPL52
ELF5,NCBP2
ELF5,PTK2B
ELF5,PTPN6
ELF5,PYROXD2
ELF5,RAD50
ELF5,RBM34
ELF5,SLX4IP
ELF5,SMG7
ELF5,SNRPB2
ELF5,SUDS3
ELF5,TTC14
ELF5,VTCN1
ELK1,ACTB
ELK1,APOM
ELK1,ARID4A
ELK1,ATP13A1
ELK1,AURKAIP1
ELK1,BAG6
ELK1,CCDC9
ELK1,CDC45
ELK1,CDK9
ELK1,CEP95
ELK1,CGGBP1
ELK1,CHMP1A
ELK1,COPA
ELK1,COPS9
ELK1,CSNK1A1
ELK1,CUL4B
ELK1,DDX5
ELK1,DNAJC7
ELK1,DPP8
ELK1,DPP9
ELK1,ERCC6L2
ELK1,ERH
ELK1,ERI2
ELK1,EXOSC4
ELK1,FAM32A
ELK1,FBXW2
ELK1,FIS1
ELK1,FKBP2
ELK1,GATAD1
ELK1,GATAD2A
ELK1,GNPTG
ELK1,HIRA
ELK1,JMJD6
ELK1,KAT5
ELK1,KLHL23
ELK1,LIG4
ELK1,LONP1
ELK1,LRRC8A
ELK1,MAD2L1BP
ELK1,MAK16
ELK1,MAP3K7
ELK1,MAPK8IP3
ELK1,MDH2
ELK1,METTL23
ELK1,MGRN1
ELK1,MNT
ELK1,MTHFR
ELK1,NCSTN
ELK1,NOP14
ELK1,OGFOD2
ELK1,PGAM5
ELK1,PIH1D1
ELK1,PSMC2
ELK1,PURB
ELK1,PYM1
ELK1,RHOT2
ELK1,RPLP2
ELK1,RPRD1B
ELK1,RPS19
ELK1,RRAGA
ELK1,SAXO1
ELK1,SEC14L1
ELK1,SLC39A9
ELK1,SPATA33
ELK1,TMEM41B
ELK1,TOR1A
ELK1,TRAPPC10
ELK1,TSR3
ELK1,TUT7
ELK1,UBE2F
ELK1,UBR4
ELK1,VMP1
ELK1,WDR1
ELK1,WDR37
ELK1,YRDC
ELK1,ZNF408
ELK1,ZNF594
ELK1,ZNF79
ELK4,ACTB
ELK4,ARPC5L
ELK4,ASB1
ELK4,EGR1
ELK4,ERCC1
ELK4,KDM5A
ELK4,KRT8
ELK4,NCOA7
ELK4,SCAF11
ELK4,SEC14L1
ELK4,SEPTIN10
ELK4,SLC4A7
ELK4,ZFAND6
EOMES,AFF1
EOMES,ANK3
EOMES,ARHGAP15
EOMES,ASTN2
EOMES,CSMD3
EOMES,DCDC1
EOMES,DENND2B
EOMES,DOCK10
EOMES,DOCK2
EOMES,EXOC4
EOMES,FYN
EOMES,GALNT10
EOMES,GRIA1
EOMES,KSR1
EOMES,LINGO2
EOMES,LRIG1
EOMES,NLGN1
EOMES,NRXN3
EOMES,PPP2R2B
EOMES,SORBS2
EOMES,THSD7A
EOMES,TIAM1
EPAS1,ASAP1
EPAS1,ATOH8
EPAS1,BACH1
EPAS1,CHST15
EPAS1,CHSY1
EPAS1,CP
EPAS1,CRISPLD2
EPAS1,DAB2IP
EPAS1,DENND3
EPAS1,DNAH17
EPAS1,DPP9
EPAS1,ENO1
EPAS1,EPHA2
EPAS1,ERO1A
EPAS1,FEM1C
EPAS1,MET
EPAS1,MYH9
EPAS1,NDRG1
EPAS1,NEDD9
EPAS1,PLIN2
EPAS1,PPP1R3C
EPAS1,PTPN12
EPAS1,RASSF3
EPAS1,RND3
EPAS1,RPGR
EPAS1,SMIM2
EPAS1,SORBS1
EPAS1,SYNPO
EPAS1,TFRC
EPAS1,TGM2
EPAS1,TNS1
EPAS1,TSKU
EPAS1,ZMIZ1
ERG,ABCG1
ERG,AMOTL1
ERG,APP
ERG,ARHGEF1
ERG,ATXN2
ERG,BCL11A
ERG,CACNA1C
ERG,CAST
ERG,CDC42EP3
ERG,CDK13
ERG,CHSY1
ERG,CSGALNACT1
ERG,DLGAP4
ERG,DOCK4
ERG,DOCK9
ERG,ECE1
ERG,ELMO1
ERG,EPAS1
ERG,ETS1
ERG,FLNB
ERG,FYN
ERG,GLIS3
ERG,GRB10
ERG,HIP1
ERG,IGF1R
ERG,KALRN
ERG,LIMCH1
ERG,LRRFIP1
ERG,MAP4K4
ERG,MCTP1
ERG,MYH9
ERG,NEK6
ERG,NFIB
ERG,NOL4L
ERG,NTMT1
ERG,OSBPL5
ERG,PACSIN2
ERG,PEAK1
ERG,PHACTR2
ERG,PIK3AP1
ERG,PLCB4
ERG,PRDM16
ERG,PRKCH
ERG,PTK2
ERG,PTK2B
ERG,PTPN12
ERG,PTPRM
ERG,PXDN
ERG,RAPGEF4
ERG,RAPGEF5
ERG,RBMS3
ERG,RGS3
ERG,RGS6
ERG,RIN3
ERG,RPGR
ERG,SASH1
ERG,SCOC
ERG,SEC14L1
ERG,SH3BP2
ERG,SPRED2
ERG,SPTBN1
ERG,ST3GAL1
ERG,SV2B
ERG,TANC1
ERG,TNS1
ERG,TSPAN9
ERG,WDR37
ERG,ZNF385D
ESR1,ABCA2
ESR1,ABCB9
ESR1,ACIN1
ESR1,ACTL10
ESR1,ACTL7B
ESR1,ADA
ESR1,ADAMTSL2
ESR1,ADAMTSL5
ESR1,AKNA
ESR1,AMOTL2
ESR1,ANKRD13C
ESR1,ANKRD2
ESR1,ARHGAP22
ESR1,ARHGAP23
ESR1,ARID1A
ESR1,ASB2
ESR1,B3GALNT1
ESR1,B4GALNT3
ESR1,BCAR1
ESR1,BLK
ESR1,BPIFB1
ESR1,C14orf132
ESR1,C17orf67
ESR1,C3orf52
ESR1,C5AR2
ESR1,CACNA2D1
ESR1,CACNG1
ESR1,CAMTA1
ESR1,CARD10
ESR1,CARD8
ESR1,CASP7
ESR1,CBLN4
ESR1,CBY2
ESR1,CCDC40
ESR1,CD300LB
ESR1,CD79A
ESR1,CDH26
ESR1,CDHR2
ESR1,CDK18
ESR1,CELF5
ESR1,CEP128
ESR1,CEP164
ESR1,CFAP46
ESR1,CHD1L
ESR1,CHPT1
ESR1,CHRNA4
ESR1,CLIP1
ESR1,CLUH
ESR1,CNTD2
ESR1,COL21A1
ESR1,CORO2B
